,label,proportion,split,group,question
60,Je préfère ne pas répondre,0.014598540145985401,gender,Femme Nyɔnu,forming_beliefs
61,Je préfère ne pas répondre,0.0,gender,Homme Sunnu,forming_beliefs
62,Autre,0.26763990267639903,gender,Femme Nyɔnu,forming_beliefs
63,Autre,0.08653846153846154,gender,Homme Sunnu,forming_beliefs
64,J'écoute mon corps et mon cœur,0.31630170316301703,gender,Femme Nyɔnu,forming_beliefs
65,J'écoute mon corps et mon cœur,0.16826923076923078,gender,Homme Sunnu,forming_beliefs
66,Je réfléchis moi-même au sujet et j'essaie de le comprendre seul,0.12165450121654502,gender,Femme Nyɔnu,forming_beliefs
67,Je réfléchis moi-même au sujet et j'essaie de le comprendre seul,0.14903846153846154,gender,Homme Sunnu,forming_beliefs
68,Je me réfère à ce qui est recommandé dans les textes religieux,0.021897810218978103,gender,Femme Nyɔnu,forming_beliefs
69,Je me réfère à ce qui est recommandé dans les textes religieux,0.021634615384615384,gender,Homme Sunnu,forming_beliefs
70,Je demande l'avis des personnes qui savent le mieux comment prendre cette décision,0.26520681265206814,gender,Femme Nyɔnu,forming_beliefs
71,Je demande l'avis des personnes qui savent le mieux comment prendre cette décision,0.7379807692307693,gender,Homme Sunnu,forming_beliefs
72,Je réfléchis à des expériences similaires que j'ai vécues dans le passé,0.20437956204379562,gender,Femme Nyɔnu,forming_beliefs
73,Je réfléchis à des expériences similaires que j'ai vécues dans le passé,0.13701923076923078,gender,Homme Sunnu,forming_beliefs
74,Je regarde ce qui est commun chez les personnes qui m'entourent,0.038929440389294405,gender,Femme Nyɔnu,forming_beliefs
75,Je regarde ce qui est commun chez les personnes qui m'entourent,0.11778846153846154,gender,Homme Sunnu,forming_beliefs
76,J'essaie différentes options et je choisis celle qui me convient le mieux,0.1070559610705596,gender,Femme Nyɔnu,forming_beliefs
77,J'essaie différentes options et je choisis celle qui me convient le mieux,0.2932692307692308,gender,Homme Sunnu,forming_beliefs
78,Je regarde ce qui a été découvert dans le cadre de recherches,0.051094890510948905,gender,Femme Nyɔnu,forming_beliefs
79,Je regarde ce qui a été découvert dans le cadre de recherches,0.04807692307692308,gender,Homme Sunnu,forming_beliefs
80,"Je cherche des informations dans les médias, sur Internet ou sur les réseaux sociaux",0.024330900243309004,gender,Femme Nyɔnu,forming_beliefs
81,"Je cherche des informations dans les médias, sur Internet ou sur les réseaux sociaux",0.04807692307692308,gender,Homme Sunnu,forming_beliefs
82,Je ne sais pas,0.014598540145985401,gender,Femme Nyɔnu,forming_beliefs
83,Je ne sais pas,0.021634615384615384,gender,Homme Sunnu,forming_beliefs
84,Je préfère ne pas répondre,0.034482758620689655,age_group,16-20,forming_beliefs
85,Je préfère ne pas répondre,0.015151515151515152,age_group,21-30,forming_beliefs
86,Je préfère ne pas répondre,0.0,age_group,31-45,forming_beliefs
87,Autre,0.20689655172413793,age_group,16-20,forming_beliefs
88,Autre,0.1696969696969697,age_group,21-30,forming_beliefs
89,Autre,0.1794871794871795,age_group,31-45,forming_beliefs
90,J'écoute mon corps et mon cœur,0.27586206896551724,age_group,16-20,forming_beliefs
91,J'écoute mon corps et mon cœur,0.24545454545454545,age_group,21-30,forming_beliefs
92,J'écoute mon corps et mon cœur,0.23717948717948717,age_group,31-45,forming_beliefs
93,Je réfléchis moi-même au sujet et j'essaie de le comprendre seul,0.0,age_group,16-20,forming_beliefs
94,Je réfléchis moi-même au sujet et j'essaie de le comprendre seul,0.1303030303030303,age_group,21-30,forming_beliefs
95,Je réfléchis moi-même au sujet et j'essaie de le comprendre seul,0.14743589743589744,age_group,31-45,forming_beliefs
96,Je me réfère à ce qui est recommandé dans les textes religieux,0.0,age_group,16-20,forming_beliefs
97,Je me réfère à ce qui est recommandé dans les textes religieux,0.02727272727272727,age_group,21-30,forming_beliefs
98,Je me réfère à ce qui est recommandé dans les textes religieux,0.019230769230769232,age_group,31-45,forming_beliefs
99,Je demande l'avis des personnes qui savent le mieux comment prendre cette décision,0.3448275862068966,age_group,16-20,forming_beliefs
100,Je demande l'avis des personnes qui savent le mieux comment prendre cette décision,0.46060606060606063,age_group,21-30,forming_beliefs
101,Je demande l'avis des personnes qui savent le mieux comment prendre cette décision,0.5427350427350427,age_group,31-45,forming_beliefs
102,Je réfléchis à des expériences similaires que j'ai vécues dans le passé,0.13793103448275862,age_group,16-20,forming_beliefs
103,Je réfléchis à des expériences similaires que j'ai vécues dans le passé,0.1484848484848485,age_group,21-30,forming_beliefs
104,Je réfléchis à des expériences similaires que j'ai vécues dans le passé,0.18803418803418803,age_group,31-45,forming_beliefs
105,Je regarde ce qui est commun chez les personnes qui m'entourent,0.10344827586206896,age_group,16-20,forming_beliefs
106,Je regarde ce qui est commun chez les personnes qui m'entourent,0.051515151515151514,age_group,21-30,forming_beliefs
107,Je regarde ce qui est commun chez les personnes qui m'entourent,0.09615384615384616,age_group,31-45,forming_beliefs
108,J'essaie différentes options et je choisis celle qui me convient le mieux,0.10344827586206896,age_group,16-20,forming_beliefs
109,J'essaie différentes options et je choisis celle qui me convient le mieux,0.1696969696969697,age_group,21-30,forming_beliefs
110,J'essaie différentes options et je choisis celle qui me convient le mieux,0.22863247863247863,age_group,31-45,forming_beliefs
111,Je regarde ce qui a été découvert dans le cadre de recherches,0.034482758620689655,age_group,16-20,forming_beliefs
112,Je regarde ce qui a été découvert dans le cadre de recherches,0.06363636363636363,age_group,21-30,forming_beliefs
113,Je regarde ce qui a été découvert dans le cadre de recherches,0.0405982905982906,age_group,31-45,forming_beliefs
114,"Je cherche des informations dans les médias, sur Internet ou sur les réseaux sociaux",0.034482758620689655,age_group,16-20,forming_beliefs
115,"Je cherche des informations dans les médias, sur Internet ou sur les réseaux sociaux",0.045454545454545456,age_group,21-30,forming_beliefs
116,"Je cherche des informations dans les médias, sur Internet ou sur les réseaux sociaux",0.029914529914529916,age_group,31-45,forming_beliefs
117,Je ne sais pas,0.034482758620689655,age_group,16-20,forming_beliefs
118,Je ne sais pas,0.01818181818181818,age_group,21-30,forming_beliefs
119,Je ne sais pas,0.017094017094017096,age_group,31-45,forming_beliefs
