,label,proportion,split,group,question
338,Se soucie de ses proches,0.12393162393162394,age_group,31-45,traits
339,Encourage les bons comportements,0.10344827586206896,age_group,16-20,traits
340,Encourage les bons comportements,0.13636363636363635,age_group,21-30,traits
341,Encourage les bons comportements,0.1517094017094017,age_group,31-45,traits
342,Courageux,0.06896551724137931,age_group,16-20,traits
343,Courageux,0.08787878787878788,age_group,21-30,traits
344,Courageux,0.11965811965811966,age_group,31-45,traits
345,Accueille tout le monde,0.06896551724137931,age_group,16-20,traits
346,Accueille tout le monde,0.12121212121212122,age_group,21-30,traits
347,Accueille tout le monde,0.14102564102564102,age_group,31-45,traits
348,A des enfants bien éduqués,0.0,age_group,16-20,traits
349,A des enfants bien éduqués,0.03333333333333333,age_group,21-30,traits
350,A des enfants bien éduqués,0.049145299145299144,age_group,31-45,traits
351,Riche,0.0,age_group,16-20,traits
352,Riche,0.06060606060606061,age_group,21-30,traits
353,Riche,0.07264957264957266,age_group,31-45,traits
354,Ne se plaint jamais,0.034482758620689655,age_group,16-20,traits
355,Ne se plaint jamais,0.048484848484848485,age_group,21-30,traits
356,Ne se plaint jamais,0.03418803418803419,age_group,31-45,traits
357,Prend bien soin de sa famille,0.1724137931034483,age_group,16-20,traits
358,Prend bien soin de sa famille,0.20303030303030303,age_group,21-30,traits
359,Prend bien soin de sa famille,0.19444444444444445,age_group,31-45,traits
