,method,proportion,method_type,split,group,label
69,,0.4133068308937644,known,use,past_user,Préservatifs
70,,0.008816157666388522,known,use,past_user,Retrait
71,,0.06266542496454296,known,use,past_user,Stérilisation
72,,0.09061469838110041,known,use,user,Abstinence
73,,0.03772082419300443,known,use,user,Anneau vaginal
74,,0.059226610733774956,known,use,user,Autre : veuillez préciser
75,,0.35206539646351415,known,use,user,Dispositifs intra-utérins DIU (aussi appelés “stérilets”)
76,,0.7449514138250067,known,use,user,Implants
77,,0.8406360751855603,known,use,user,Injectables
78,,0.0017936869785895161,known,use,user,Je ne sais pas
79,,0.0,known,use,user,Je préfère ne pas répondre
80,,0.027566639325554684,known,use,user,Méthode de l'allaitement (aussi appelée “aménorrhée de lactation”)
81,,0.1130481738981554,known,use,user,Méthode des jours fixes (collier de perles)
82,,0.08149565643253268,known,use,user,Méthode du calendrier (aussi appelée “méthode Ogino”)
83,,0.004129063059056647,known,use,user,"Méthodes de barrière vaginale (y compris le diaphragme, la cape cervicale et les agents spermicides)"
84,,0.0035873739571790323,known,use,user,Patch contraceptif
85,,0.20958662899189714,known,use,user,Pilules contraceptives d'urgence
86,,0.2950345223949465,known,use,user,Pilules contraceptives orales
87,,0.29963468667160853,known,use,user,Préservatifs
88,,0.1069788310582078,known,use,user,Retrait
89,,0.015561876429513196,known,use,user,Stérilisation
90,,0.024128008929499328,known,gender,Femme Nyɔnu,Abstinence
91,,0.011892757606703764,known,gender,Femme Nyɔnu,Anneau vaginal
92,,0.033502828023571046,known,gender,Femme Nyɔnu,Autre : veuillez préciser
93,,0.2844714175588062,known,gender,Femme Nyɔnu,Dispositifs intra-utérins DIU (aussi appelés “stérilets”)
94,,0.6041485891960393,known,gender,Femme Nyɔnu,Implants
95,,0.6236125562489104,known,gender,Femme Nyɔnu,Injectables
96,,0.012848420182506917,known,gender,Femme Nyɔnu,Je ne sais pas
97,,0.0,known,gender,Femme Nyɔnu,Je préfère ne pas répondre
98,,0.016180525734419204,known,gender,Femme Nyɔnu,Méthode de l'allaitement (aussi appelée “aménorrhée de lactation”)
99,,0.09193484962919622,known,gender,Femme Nyɔnu,Méthode des jours fixes (collier de perles)
100,,0.021590666509798507,known,gender,Femme Nyɔnu,Méthode du calendrier (aussi appelée “méthode Ogino”)
101,,0.0008428376172007892,known,gender,Femme Nyɔnu,"Méthodes de barrière vaginale (y compris le diaphragme, la cape cervicale et les agents spermicides)"
102,,0.0031764447699441215,known,gender,Femme Nyɔnu,Patch contraceptif
103,,0.06883564321952781,known,gender,Femme Nyɔnu,Pilules contraceptives d'urgence
104,,0.247567620678082,known,gender,Femme Nyɔnu,Pilules contraceptives orales
105,,0.08939418922350803,known,gender,Femme Nyɔnu,Préservatifs
106,,0.012000028869987432,known,gender,Femme Nyɔnu,Retrait
107,,0.040531323483435605,known,gender,Femme Nyɔnu,Stérilisation
108,,0.13253399157149143,known,gender,Homme Sunnu,Abstinence
109,,0.026386709104825268,known,gender,Homme Sunnu,Anneau vaginal
110,,0.05924350941832049,known,gender,Homme Sunnu,Autre : veuillez préciser
111,,0.05421003629082572,known,gender,Homme Sunnu,Dispositifs intra-utérins DIU (aussi appelés “stérilets”)
112,,0.6211086949479301,known,gender,Homme Sunnu,Implants
113,,0.7035987195262255,known,gender,Homme Sunnu,Injectables
114,,0.0,known,gender,Homme Sunnu,Je ne sais pas
115,,0.0024269499845758816,known,gender,Homme Sunnu,Je préfère ne pas répondre
116,,0.027964673782879947,known,gender,Homme Sunnu,Méthode de l'allaitement (aussi appelée “aménorrhée de lactation”)
117,,0.057170336008893305,known,gender,Homme Sunnu,Méthode des jours fixes (collier de perles)
118,,0.08025169506236544,known,gender,Homme Sunnu,Méthode du calendrier (aussi appelée “méthode Ogino”)
119,,0.0061985377586407835,known,gender,Homme Sunnu,"Méthodes de barrière vaginale (y compris le diaphragme, la cape cervicale et les agents spermicides)"
120,,0.0043486586635085875,known,gender,Homme Sunnu,Patch contraceptif
121,,0.14235639338138523,known,gender,Homme Sunnu,Pilules contraceptives d'urgence
122,,0.42453234988644206,known,gender,Homme Sunnu,Pilules contraceptives orales
123,,0.5198668149755004,known,gender,Homme Sunnu,Préservatifs
124,,0.1144811660419565,known,gender,Homme Sunnu,Retrait
125,,0.021882615889352693,known,gender,Homme Sunnu,Stérilisation
126,,0.002265461445512509,known,age_group,16-20,Abstinence
127,,0.0,known,age_group,16-20,Anneau vaginal
128,,0.0,known,age_group,16-20,Autre : veuillez préciser
129,,0.004442374944493043,known,age_group,16-20,Dispositifs intra-utérins DIU (aussi appelés “stérilets”)
130,,0.4322917701327539,known,age_group,16-20,Implants
131,,0.5819805018852291,known,age_group,16-20,Injectables
132,,0.0,known,age_group,16-20,Je ne sais pas
133,,0.0,known,age_group,16-20,Je préfère ne pas répondre
134,,0.0,known,age_group,16-20,Méthode de l'allaitement (aussi appelée “aménorrhée de lactation”)
135,,0.0,known,age_group,16-20,Méthode des jours fixes (collier de perles)
136,,0.002265461445512509,known,age_group,16-20,Méthode du calendrier (aussi appelée “méthode Ogino”)
137,,0.0,known,age_group,16-20,"Méthodes de barrière vaginale (y compris le diaphragme, la cape cervicale et les agents spermicides)"
138,,0.0,known,age_group,16-20,Patch contraceptif
139,,0.03407312852532789,known,age_group,16-20,Pilules contraceptives d'urgence
140,,0.3479639675130242,known,age_group,16-20,Pilules contraceptives orales
141,,0.004671651965395047,known,age_group,16-20,Préservatifs
142,,0.0,known,age_group,16-20,Retrait
143,,0.042031076997468296,known,age_group,16-20,Stérilisation
144,,0.1366591366767108,known,age_group,21-30,Abstinence
145,,0.02126934245970535,known,age_group,21-30,Anneau vaginal
146,,0.00579258478712072,known,age_group,21-30,Autre : veuillez préciser
147,,0.08931878514751805,known,age_group,21-30,Dispositifs intra-utérins DIU (aussi appelés “stérilets”)
148,,0.421037171031679,known,age_group,21-30,Implants
149,,0.49546639765121236,known,age_group,21-30,Injectables
150,,0.021823477335395122,known,age_group,21-30,Je ne sais pas
151,,0.0,known,age_group,21-30,Je préfère ne pas répondre
152,,0.033666762115123726,known,age_group,21-30,Méthode de l'allaitement (aussi appelée “aménorrhée de lactation”)
153,,0.030350077597629834,known,age_group,21-30,Méthode des jours fixes (collier de perles)
154,,0.0676950090620184,known,age_group,21-30,Méthode du calendrier (aussi appelée “méthode Ogino”)
155,,0.010715274910231557,known,age_group,21-30,"Méthodes de barrière vaginale (y compris le diaphragme, la cape cervicale et les agents spermicides)"
156,,0.0,known,age_group,21-30,Patch contraceptif
157,,0.12507406490389636,known,age_group,21-30,Pilules contraceptives d'urgence
158,,0.29888208353885326,known,age_group,21-30,Pilules contraceptives orales
159,,0.23790855976100928,known,age_group,21-30,Préservatifs
160,,0.10338240237799408,known,age_group,21-30,Retrait
