,label,split,group,weighted_agreement,agree_n,agree_pct,agree_weighted_n,disagree_n,disagree_pct,disagree_weighted_n,total_n,total_weighted_n
35,Les contraceptifs “modernes” sont fiables.,none,all,0.08556236936265889,262.0,0.6193853427895981,409624.3165758283,161.0,0.3806146572104019,317703.67053241224,697.0,1074311.6013280025
36,Les couples peuvent décider eux-mêmes de l'espacement entre les naissances de leurs enfants.,none,all,0.8799397406245053,646.0,0.9802731411229135,990387.4583245692,13.0,0.019726858877086494,45057.98650210972,697.0,1074311.6013280025
37,Les effets secondaires des contraceptifs sont gérables.,none,all,-0.005164507756800162,275.0,0.6707317073170732,384080.9668134416,135.0,0.32926829268292684,389629.25741172046,697.0,1074311.6013280025
38,"Les enfants naissent naturellement à des intervalles suffisants, sans contraception.",none,all,0.39293050478814834,376.0,0.6811594202898551,605495.5466034991,176.0,0.3188405797101449,183365.74679392308,697.0,1074311.6013280025
39,Les familles peuvent planifier les besoins de leurs enfants tout en continuant à faire confiance à Dieu.,none,all,0.5657541851696394,612.0,0.9244712990936556,820683.5246395381,50.0,0.0755287009063444,212887.24001192366,697.0,1074311.6013280025
40,Les femmes qui utilisent des contraceptifs ne sont pas plus susceptibles de souffrir de complications lors de l'accouchement.,none,all,0.20338772664208646,155.0,0.541958041958042,358092.29677028547,131.0,0.458041958041958,139590.50247096346,697.0,1074311.6013280025
41,Les femmes qui utilisent des contraceptifs prennent souvent trop de poids.,none,all,0.8334127895218161,575.0,0.9745762711864406,931782.4690711963,15.0,0.025423728813559324,36437.44059277665,697.0,1074311.6013280025
42,Les frais de transport pour me rendre dans un établissement de santé sont abordables pour moi.,none,all,0.5824955617834952,435.0,0.6702619414483821,821690.9896251189,214.0,0.32973805855161786,195909.24987903808,697.0,1074311.6013280025
43,Les frères et sœurs ne devraient pas influencer la décision d'une femme d'utiliser ou non un moyen de contraception.,none,all,0.012356186178227127,424.0,0.6356821589205397,524862.4400187997,243.0,0.36431784107946025,511588.04585936165,697.0,1074311.6013280025
44,Les implants et les Dispositifs Intra-utérins DIU (aussi appelés stérilets) ne se déplacent pas dangereusement à l'intérieur du corps.,none,all,0.31730393661611833,183.0,0.5479041916167665,503115.3062752046,151.0,0.45209580838323354,162232.00602146352,697.0,1074311.6013280025
45,Les membres de ma communauté me regarderaient de haut si j'utilisais des contraceptifs.,none,all,-0.036098437200892224,131.0,0.34203655352480417,225365.59988160623,252.0,0.6579634464751958,264146.5697563351,697.0,1074311.6013280025
46,Les méthodes “traditionnelles” de prévention de la grossesse sont plus acceptables que les méthodes “modernes”.,none,all,0.12713149386814931,185.0,0.4755784061696658,384575.5993835897,204.0,0.5244215938303342,247996.76062687705,697.0,1074311.6013280025
47,Les préservatifs ne réduisent pas le plaisir intime.,none,all,-0.27441246533487085,126.0,0.3452054794520548,136986.654692765,239.0,0.6547945205479452,431791.14975103515,697.0,1074311.6013280025
